fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol
8.3,0.21,0.41,2.2,0.05,24,108,994,2.85,0.45,5,"R$ 45.421,00"
6.8,0.15,0.32,8.8,58,24,110,9.972,3.4,0.4,6,"R$ 45.512,00"
7.9,0.16,0.64,17,0.05,69,210,1.2004,3.15,0.51,7,"R$ 45.360,00"
7.8,0.21,0.39,1.8,34,62,180,991,03.09,0.75,8,"R$ 45.455,00"
9,0.24,0.5,1.2,48,26,107,9.918,3.21,0.34,6,"R$ 45.394,00"
5.7,0.21,0.24,2.3,47,60,189,995,3.65,0.72,6,"R$ 45.301,00"
7.8,0.29,0.36,7,42,38,161,9.941,3.26,0.37,8,"R$ 45.333,00"
6.7,0.18,0.3,6.4,48,40,251,9.956,3.29,0.52,5,"R$ 10,00"
6.7,0.18,0.3,6.4,48,40,251,9.956,3.29,0.52,5,"R$ 10,00"
8.4,0.58,0.27,12.15,33,37,116,9.959,2.99,0.39,6,"R$ 45.514,00"
7.2,0.16,0.32,0.8,0.04,50,121,9.922,3.27,0.33,6,"R$ 10,00"
7.6,0.54,0.23,2,29,13,151,9.931,03.04,0.33,5,"R$ 45.392,00"
8.4,0.58,0.27,12.15,33,37,116,9.959,2.99,0.39,6,"R$ 45.514,00"
6.6,0.25,0.31,12.4,59,52,181,9.984,3.51,0.47,6,"R$ 45.513,00"
7.3,0.23,0.37,1.9,41,51,165,9.908,3.26,0.4,8,"R$ 45.334,00"
7.3,0.39,0.37,1.1,43,36,113,991,3.39,0.48,8,"R$ 45.485,00"
7,0.46,0.39,6.2,39,46,163,9.928,3.21,0.35,7,"R$ 45.334,00"
8.2,0.35,0.4,6.3,39,35,162,9.936,3.15,0.34,7,"R$ 45.546,00"
7.8,0.29,0.36,7,42,38,161,9.941,3.26,0.37,8,"R$ 45.333,00"
9.2,0.35,0.39,0.9,42,15,61,9.924,2.96,0.28,4,"R$ 45.392,00"
8,0.57,0.39,3.9,34,22,122,9.917,3.29,0.67,7,"R$ 45.516,00"
6.5,0.37,0.33,3.9,27,40,130,9.906,3.28,0.39,7,"R$ 45.485,00"
5.7,0.21,0.24,2.3,47,60,189,995,3.65,0.72,6,"R$ 45.301,00"
6.7,0.18,0.3,6.4,48,40,251,9.956,3.29,0.52,5,"R$ 10,00"
7.8,0.13,0.3,1.8,0.04,43,179,9.955,3.43,0.41,5,"R$ 9,00"
7.6,0.19,0.41,1.1,0.04,38,143,9.907,2.92,0.42,5,"R$ 45.393,00"
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,6,"R$ 45.543,00"
6.3,0.29,0.4,6.5,39,43,167,9.953,3.15,0.44,6,"R$ 45.360,00"
6.8,0.35,0.32,2.4,48,35,103,9.911,3.28,0.46,8,"R$ 12,00"
6.5,0.19,0.32,1.4,0.04,31,132,9.922,3.36,0.54,7,"R$ 45.514,00"
6.2,0.12,0.26,5.7,44,56,158,9.951,3.52,0.37,6,"R$ 45.422,00"
6,0.13,0.28,5.7,38,56,189.5,9.948,3.59,0.43,7,"R$ 45.453,00"
6.4,0.25,0.33,1.4,0.04,42,115,9.906,3.19,0.48,7,"R$ 45.362,00"
6.9,0.32,0.16,1.4,51,15,96,994,3.22,0.38,4,"R$ 45.421,00"
7.6,0.19,0.41,1.1,0.04,38,143,9.907,2.92,0.42,5,"R$ 45.393,00"
6.7,0.13,0.28,1.2,46,35,140,9.927,3.33,0.33,7,"R$ 45.301,00"
7,0.14,0.41,0.9,37,22,95,9.914,3.25,0.43,6,"R$ 45.545,00"
7.6,0.27,0.24,3.8,58,19,115,9.958,3.15,0.45,5,"R$ 45.543,00"
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,6,"R$ 45.543,00"
7.4,0.64,0.47,14.15,168,42,185,9.984,2.9,0.49,5,"R$ 45.360,00"
7.6,0.28,0.39,1.9,52,23,116,9.941,3.25,0.4,6,"R$ 45.392,00"
8.3,0.26,0.41,9.2,42,41,162,9.944,3.1,0.38,7,"R$ 12,00"
10.7,0.22,0.56,8.2,44,37,181,998,2.87,0.68,6,"R$ 45.421,00"
10.7,0.22,0.56,8.2,44,37,181,998,2.87,0.68,6,"R$ 45.421,00"
6.9,0.23,0.34,2.7,32,24,121,9.902,3.14,0.38,7,"R$ 45.394,00"
6.2,0.3,0.32,1.7,32,30,130,9.911,3.28,0.41,7,"R$ 45.333,00"
6.9,0.27,0.41,1.7,47,6,134,9.929,3.15,0.69,6,"R$ 45.393,00"
6.9,0.28,0.41,1.7,0.05,10,136,993,3.16,0.71,6,"R$ 45.393,00"
6.9,0.28,0.3,1.6,47,46,132,9.918,3.35,0.38,7,"R$ 45.302,00"
6.9,0.46,0.2,0.9,54,5,126,992,3.1,0.42,6,"R$ 45.392,00"
6.9,0.38,0.32,8.5,44,36,152,9.932,3.38,0.35,7,"R$ 12,00"
5.7,0.43,0.3,5.7,39,24,98,992,3.54,0.61,7,"R$ 45.363,00"
6.6,0.56,0.16,3.1,45,28,92,994,3.12,0.35,6,"R$ 45.300,00"
7.1,0.36,0.56,1.3,46,25,102,9.923,3.24,0.33,6,"R$ 45.422,00"
6.8,0.23,0.4,1.6,47,5,133,993,3.23,0.7,6,"R$ 45.393,00"
6.2,0.33,0.29,1.3,42,26,138,9.956,3.77,0.64,5,"R$ 45.421,00"
5.6,0.49,0.13,4.5,39,17,116,9.907,3.42,0.9,7,"R$ 45.486,00"
6.6,0.42,0.33,2.8,34,15,85,0.99,3.28,0.51,6,"R$ 45.395,00"
7.3,0.18,0.29,1.2,44,12,143,9.918,3.2,0.48,7,"R$ 45.362,00"
8.1,0.19,0.4,0.9,37,73,180,9.926,03.06,0.34,6,"R$ 10,00"
5.9,0.19,0.26,7.4,34,33,123,995,3.49,0.42,6,"R$ 45.301,00"
6.2,0.16,0.47,1.4,29,23,81,0.99,3.26,0.42,6,"R$ 45.334,00"
6.6,0.42,0.33,2.8,34,15,85,0.99,3.28,0.51,6,"R$ 45.395,00"
5.7,135,0.3,4.6,42,19,101,9.946,3.31,0.42,6,"R$ 45.360,00"
5.6,0.49,0.13,4.5,39,17,116,9.907,3.42,0.9,7,"R$ 45.486,00"
6.9,0.19,0.33,1.6,39,27,98,9.898,03.09,0.46,7,"R$ 45.363,00"
7.3,0.18,0.29,1.2,44,12,143,9.918,3.2,0.48,7,"R$ 45.362,00"
7.3,0.25,0.36,13.1,0.05,35,200,9.986,03.04,0.46,7,"R$ 45.543,00"
7.3,0.25,0.36,13.1,0.05,35,200,9.986,03.04,0.46,7,"R$ 45.543,00"
7,0.2,0.34,5.7,35,32,83,9.928,3.19,0.46,6,"R$ 45.423,00"
7.3,0.25,0.36,13.1,0.05,35,200,9.986,03.04,0.46,7,"R$ 45.543,00"
6.3,0.67,0.48,12.6,52,57,222,9.979,3.17,0.52,6,"R$ 45.360,00"
7.4,0.4,0.29,5.4,44,31,122,994,3.3,0.5,8,"R$ 45.302,00"
7.1,0.26,0.31,2.2,44,29,128,9.937,3.34,0.64,8,"R$ 45.545,00"
9,0.31,0.48,6.6,43,11,73,9.938,2.9,0.38,5,"R$ 45.454,00"
6.3,0.39,0.24,6.9,69,9,117,9.942,3.15,0.35,4,"R$ 45.332,00"
8.2,0.22,0.36,6.8,34,12,90,9.944,03.01,0.38,8,"R$ 45.422,00"
7.1,0.19,0.28,3.6,33,16,78,993,2.91,0.78,6,"R$ 45.393,00"
7.3,0.25,0.36,13.1,0.05,35,200,9.986,03.04,0.46,7,"R$ 45.543,00"
7.9,0.2,0.34,1.2,0.04,29,118,9.932,3.14,0.41,6,"R$ 45.453,00"
7.1,0.26,0.32,5.9,37,39,97,9.934,3.31,0.4,6,"R$ 45.454,00"
7,0.2,0.34,5.7,35,32,83,9.928,3.19,0.46,6,"R$ 45.423,00"
6.9,0.3,0.33,4.1,35,26,155,9.925,3.25,0.79,8,"R$ 45.363,00"
8.1,0.29,0.49,7.1,42,22,124,9.944,3.14,0.41,6,"R$ 45.514,00"
5.8,0.17,0.3,1.4,37,55,130,9.909,3.29,0.38,6,"R$ 45.362,00"
5.9,415,0.02,0.8,38,22,63,9.932,3.36,0.36,5,"R$ 45.360,00"
6.6,0.23,0.26,1.3,45,16,128,9.934,3.36,0.6,6,"R$ 10,00"
8.6,0.55,0.35,15.55,57,35.5,366.5,1.2001,03.04,0.63,3,"R$ 11,00"
6.9,0.35,0.74,1,44,18,132,992,3.13,0.55,5,"R$ 45.332,00"
7.6,0.14,0.74,1.6,0.04,27,103,9.916,03.07,0.4,7,"R$ 45.514,00"
9.2,0.28,0.49,11.8,42,29,137,998,3.1,0.34,4,"R$ 45.301,00"
6.2,0.18,0.49,4.5,47,17,90,9.919,3.27,0.37,6,"R$ 45.454,00"
5.3,165,0.24,1.1,51,25,105,9.925,3.32,0.47,5,"R$ 45.300,00"
9.8,0.25,0.74,10,56,36,225,9.977,03.06,0.43,4,"R$ 10,00"
8.1,0.29,0.49,7.1,42,22,124,9.944,3.14,0.41,6,"R$ 45.514,00"
6.8,0.22,0.49,0.9,52,26,128,991,3.25,0.35,6,"R$ 45.393,00"
7.2,0.22,0.49,1,45,34,140,0.99,03.05,0.34,6,"R$ 45.485,00"
7.4,0.25,0.49,1.1,42,35,156,9.917,3.13,0.55,5,"R$ 45.362,00"
8.2,0.18,0.49,1.1,33,28,81,9.923,3,0.68,7,"R$ 45.392,00"
6.1,0.22,0.49,1.5,51,18,87,9.928,3.3,0.46,5,"R$ 45.452,00"
7,0.39,0.24,1,48,8,119,9.923,3,0.31,4,"R$ 45.301,00"
6.1,0.22,0.49,1.5,51,18,87,9.928,3.3,0.46,5,"R$ 45.452,00"
6.5,0.36,0.49,2.9,0.03,16,94,9.902,3.1,0.49,7,"R$ 45.303,00"
7.1,0.29,0.49,1.2,31,32,99,9.893,03.07,0.33,6,"R$ 45.334,00"
7.4,0.25,0.49,1.1,42,35,156,9.917,3.13,0.55,5,"R$ 45.362,00"
6.9,0.23,0.24,14.2,53,19,94,9.982,3.17,0.5,5,"R$ 45.452,00"
8.5,0.56,0.74,17.85,51,51,243,1.2005,2.99,0.7,5,"R$ 45.331,00"
8.2,0.18,0.49,1.1,33,28,81,9.923,3,0.68,7,"R$ 45.392,00"
6.3,0.23,0.49,7.1,0.05,67,210,9.951,3.23,0.34,5,"R$ 45.421,00"
6.1,0.25,0.49,7.6,52,67,226,9.956,3.16,0.47,5,"R$ 45.543,00"
7.2,0.26,0.74,13.6,0.05,56,162,998,03.03,0.44,5,"R$ 45.512,00"
7.2,0.31,0.24,1.4,57,17,117,9.928,3.16,0.35,5,"R$ 45.422,00"
8,0.25,0.49,1.2,61,27,117,9.938,03.08,0.34,5,"R$ 45.391,00"
7,0.18,0.49,5.3,0.04,34,125,9.914,3.24,0.4,6,"R$ 45.334,00"
7.8,0.43,0.49,13,33,37,158,9.955,3.14,0.35,6,"R$ 45.362,00"
8.3,0.2,0.74,4.45,44,33,130,9.924,3.25,0.42,6,"R$ 45.334,00"
6.3,0.27,0.49,1.2,63,35,92,9.911,3.38,0.42,6,"R$ 45.334,00"
7.4,0.16,0.49,1.2,55,18,150,9.917,3.23,0.47,6,"R$ 45.333,00"
7.4,0.16,0.49,1.2,55,18,150,9.917,3.23,0.47,6,"R$ 45.333,00"
6.9,0.19,0.49,6.6,36,49,172,9.932,3.2,0.27,6,"R$ 45.423,00"
7.8,0.43,0.49,13,33,37,158,9.955,3.14,0.35,6,"R$ 45.362,00"
7.2,0.4,0.49,1.1,48,11,138,9.929,03.01,0.42,5,"R$ 45.360,00"
7.8,0.43,0.49,13,33,37,158,9.955,3.14,0.35,6,"R$ 45.362,00"
7.6,0.52,0.49,14,34,37,156,9.958,3.14,0.38,7,"R$ 45.515,00"
8.3,0.21,0.49,19.8,54,50,231,1.2012,2.99,0.54,5,"R$ 45.331,00"
6.9,0.34,0.74,11.2,69,44,150,9.968,3,0.81,5,"R$ 45.331,00"
6.3,0.27,0.49,1.2,63,35,92,9.911,3.38,0.42,6,"R$ 45.334,00"
8.3,0.2,0.74,4.45,44,33,130,9.924,3.25,0.42,6,"R$ 45.334,00"
7.1,0.22,0.74,2.7,44,42,144,991,3.31,0.41,6,"R$ 45.334,00"
7.9,0.11,0.49,4.5,48,27,133,9.946,3.24,0.42,6,"R$ 45.453,00"
8.5,0.17,0.74,3.6,0.05,29,128,9.928,3.28,0.4,6,"R$ 45.394,00"
6.4,145,0.49,5.4,48,54,164,9.946,3.56,0.44,6,"R$ 45.514,00"
7.4,0.16,0.49,1.2,55,18,150,9.917,3.23,0.47,6,"R$ 45.333,00"
8.3,0.19,0.49,1.2,51,11,137,9.918,03.06,0.46,6,"R$ 11,00"
8,0.44,0.49,9.1,31,46,151,9.926,3.16,0.27,8,"R$ 45.485,00"
7,0.2,0.74,0.8,44,19,163,9.931,3.46,0.53,5,"R$ 45.332,00"
6.9,0.19,0.49,6.6,36,49,172,9.932,3.2,0.27,6,"R$ 45.423,00"
7.1,0.25,0.49,3,0.03,30,96,9.903,3.13,0.39,7,"R$ 45.363,00"
6.5,0.24,0.24,1.6,46,15,60,9.928,3.19,0.39,5,"R$ 45.513,00"
7.2,0.4,0.49,1.1,48,11,138,9.929,03.01,0.42,5,"R$ 45.360,00"
7.6,0.52,0.49,14,34,37,156,9.958,3.14,0.38,7,"R$ 45.515,00"
7.8,0.43,0.49,13,33,37,158,9.955,3.14,0.35,6,"R$ 45.362,00"
7.8,0.21,0.49,1.35,52,6,48,9.911,3.15,0.28,5,"R$ 45.393,00"
7,0.2,0.49,5.9,38,39,128,9.938,3.21,0.48,6,"R$ 45.514,00"
6.9,0.25,0.24,3.6,57,13,85,9.942,2.99,0.48,4,"R$ 45.421,00"
7.2,0.08,0.49,1.3,0.05,18,148,9.945,3.46,0.44,6,"R$ 45.332,00"
7.1,0.85,0.49,8.7,28,40,184,9.962,3.22,0.36,5,"R$ 45.483,00"
7.6,0.51,0.24,1.2,0.04,10,104,992,03.05,0.29,6,"R$ 45.514,00"
7.9,0.22,0.24,4.6,44,39,159,9.927,2.99,0.28,6,"R$ 45.423,00"
7.7,0.16,0.49,2,56,20,124,9.948,3.32,0.49,6,"R$ 45.483,00"
7.2,0.08,0.49,1.3,0.05,18,148,9.945,3.46,0.44,6,"R$ 45.332,00"
6.6,0.25,0.24,1.7,48,26,124,9.942,3.37,0.6,6,"R$ 45.301,00"
6.7,0.16,0.49,2.4,46,57,187,9.952,3.62,0.81,6,"R$ 45.392,00"
6.9,0.25,0.24,3.6,57,13,85,9.942,2.99,0.48,4,"R$ 45.421,00"
7.5,0.32,0.24,4.6,53,8,134,9.958,3.14,0.5,3,"R$ 45.300,00"
7.4,0.28,0.49,1.5,34,20,126,9.918,2.98,0.39,6,"R$ 45.453,00"
6.2,0.15,0.49,0.9,33,17,51,9.932,3.3,0.7,6,"R$ 45.391,00"
6.7,0.25,0.74,19.4,54,44,169,1.2004,3.51,0.45,6,"R$ 45.513,00"
6.5,0.26,0.74,13.3,44,68,224,9.972,3.18,0.54,6,"R$ 45.421,00"
7.9,0.16,0.74,17.85,37,52,187,9.998,2.99,0.41,5,"R$ 45.360,00"
5.6,185,0.49,1.1,0.03,28,117,9.918,3.55,0.45,6,"R$ 45.361,00"
7.5,0.2,0.49,1.3,31,8,97,9.918,03.06,0.62,5,"R$ 45.302,00"
8,0.3,0.49,9.4,46,47,188,9.964,3.14,0.48,5,"R$ 10,00"
8,0.34,0.49,9,33,39,180,9.936,3.13,0.38,8,"R$ 45.363,00"
7.7,0.35,0.49,8.65,33,42,186,9.931,3.14,0.38,8,"R$ 45.394,00"
7.6,0.29,0.49,9.6,0.03,45,197,9.938,3.13,0.38,7,"R$ 45.363,00"
6.7,0.62,0.24,1.1,39,6,62,9.934,3.41,0.32,5,"R$ 45.392,00"
6.8,0.27,0.49,1.2,44,35,126,0.99,3.13,0.48,7,"R$ 45.303,00"
7.7,0.27,0.49,1.8,41,23,86,9.914,3.16,0.42,6,"R$ 45.424,00"
6.7,0.51,0.24,2.1,43,14,155,9.904,3.22,0.6,6,"R$ 13,00"
7.4,0.19,0.49,9.3,0.03,26,132,994,2.99,0.32,7,"R$ 11,00"
8.3,0.2,0.49,1.7,0.04,34,169,9.938,03.05,0.37,5,"R$ 45.301,00"
6.6,0.3,0.24,1.2,34,17,121,9.933,3.13,0.36,5,"R$ 45.331,00"
6.8,0.36,0.24,4.6,39,24,124,9.909,3.27,0.34,7,"R$ 45.455,00"
7,0.17,0.74,12.8,45,24,126,9.942,3.26,0.38,8,"R$ 45.334,00"
9.2,0.18,0.49,1.5,41,39,130,9.945,03.04,0.49,7,"R$ 45.513,00"
8.1,0.2,0.49,8.1,51,51,205,9.954,3.1,0.52,6,"R$ 11,00"
7.8,0.26,0.74,7.5,44,59,160,996,3.22,0.64,6,"R$ 10,00"
6.8,0.21,0.49,14.5,0.06,50,170,9.991,3.55,0.44,6,"R$ 45.513,00"
7.9,0.2,0.49,1.6,53,15,144,993,3.16,0.47,5,"R$ 45.422,00"
8,0.18,0.49,1.8,61,10,145,9.942,3.23,0.48,5,"R$ 10,00"
8.8,0.23,0.74,3.2,42,15,126,9.934,03.02,0.51,6,"R$ 45.333,00"
7.3,0.22,0.49,9.4,34,29,134,9.939,2.99,0.32,7,"R$ 11,00"
7.3,0.22,0.49,9.9,31,48,161,9.937,03.01,0.28,6,"R$ 45.333,00"
7.4,0.19,0.49,9.3,0.03,26,132,994,2.99,0.32,7,"R$ 11,00"
7.3,155,0.49,1.3,39,34,136,9.926,3.14,0.77,6,"R$ 45.422,00"
8.2,0.22,0.49,9.6,37,53,154,9.951,03.02,0.33,6,"R$ 45.453,00"
8.2,0.24,0.49,9.3,38,52,163,9.952,03.02,0.33,6,"R$ 45.453,00"
8.4,0.23,0.49,7.8,35,22,95,9.935,03.04,0.34,6,"R$ 12,00"
8.3,0.2,0.49,1.7,0.04,34,169,9.938,03.05,0.37,5,"R$ 45.301,00"
8.3,0.2,0.49,1.7,38,38,167,9.939,03.05,0.37,6,"R$ 45.301,00"
6.6,0.3,0.24,1.2,34,17,121,9.933,3.13,0.36,5,"R$ 45.331,00"
6.9,0.21,0.49,1.4,41,15,164,9.927,3.25,0.63,5,"R$ 11,00"
8,0.25,0.49,9,44,31,185,998,3.34,0.49,6,"R$ 10,00"
6.6,0.21,0.49,18.15,42,41,158,9.997,3.28,0.39,6,"R$ 45.481,00"
7.2,0.27,0.74,12.5,37,47,156,9.981,03.04,0.44,5,"R$ 45.481,00"
14.2,0.27,0.49,1.1,37,33,156,992,3.15,0.54,6,"R$ 45.302,00"
7.9,0.28,0.49,7.7,45,48,195,9.954,03.04,0.55,6,"R$ 11,00"
7.4,0.27,0.49,1.1,37,33,156,992,3.15,0.54,6,"R$ 45.302,00"
6.6,0.21,0.49,18.15,42,41,158,9.997,3.28,0.39,6,"R$ 45.481,00"
7.2,0.27,0.74,12.5,37,47,156,9.981,03.04,0.44,5,"R$ 45.481,00"
8.1,0.3,0.49,8.1,37,26,174,9.943,3.1,0.3,7,"R$ 45.333,00"
7.5,0.23,0.49,7.7,49,61,209,9.941,3.14,0.3,7,"R$ 45.302,00"
7.3,0.26,0.49,5,28,32,107,9.936,3.24,0.54,6,"R$ 45.514,00"
7.1,0.18,0.74,15.6,44,44,176,9.996,3.38,0.67,6,"R$ 9,00"
8.5,0.15,0.49,1.5,31,17,122,9.932,03.03,0.4,6,"R$ 45.361,00"
8.9,0.13,0.49,1,28,6,24,9.926,2.91,0.32,5,"R$ 45.544,00"
8.1,0.28,0.49,1,0.04,32,148,9.936,3.13,0.41,6,"R$ 10,00"
6,0.17,0.49,1,34,26,106,992,3.21,0.42,6,"R$ 45.513,00"
7.3,0.26,0.49,5,28,32,107,9.936,3.24,0.54,6,"R$ 45.514,00"
7.1,0.18,0.74,15.6,44,44,176,9.996,3.38,0.67,6,"R$ 9,00"
7.1,0.53,0.24,0.8,29,29,86,993,3.16,0.32,4,"R$ 45.300,00"
7.2,0.16,0.49,1.3,37,27,104,9.924,3.23,0.57,6,"R$ 45.453,00"
7.3,0.14,0.49,1.1,38,28,99,9.928,3.2,0.72,6,"R$ 45.453,00"
8.9,0.13,0.49,1,28,6,24,9.926,2.91,0.32,5,"R$ 45.544,00"
7.9,0.12,0.49,5.2,49,33,152,9.952,3.18,0.47,6,"R$ 45.453,00"
6.7,0.29,0.49,4.7,34,35,156,9.945,3.13,0.45,6,"R$ 45.544,00"
6.7,0.3,0.49,4.8,34,36,158,9.945,3.12,0.45,6,"R$ 45.544,00"
7.1,0.36,0.24,1.8,25,32,102,9.903,3.34,0.59,6,"R$ 45.516,00"
8.5,0.15,0.49,1.5,31,17,122,9.932,03.03,0.4,6,"R$ 45.361,00"
7.9,0.18,0.49,5.2,51,36,157,9.953,3.18,0.48,6,"R$ 45.453,00"
6.6,0.19,0.99,1.2,122,45,129,9.936,03.09,0.31,6,"R$ 45.481,00"
7.3,0.21,0.49,1.8,38,44,152,9.912,3.32,0.44,7,"R$ 45.455,00"
6.9,0.3,0.49,7.6,57,25,156,9.962,3.43,0.63,7,"R$ 11,00"
7.9,0.42,0.49,8.2,56,32,164,9.965,3.29,0.6,7,"R$ 45.333,00"
6.9,0.24,0.49,1.3,32,35,148,9.932,3.45,0.57,7,"R$ 45.483,00"
7.6,0.23,0.49,10,36,45,182,9.967,03.08,0.58,6,"R$ 45.452,00"
7.9,0.18,0.49,5.2,51,36,157,9.953,3.18,0.48,6,"R$ 45.453,00"
6.2,0.43,0.49,6.4,45,12,115,9.963,3.27,0.57,4,"R$ 9,00"
8.8,0.35,0.49,1,36,14,56,992,2.96,0.33,4,"R$ 45.422,00"
7.8,0.3,0.74,1.8,33,33,156,991,3.29,0.52,6,"R$ 45.516,00"
9.1,0.28,0.49,2,59,10,112,9.958,3.15,0.46,5,"R$ 45.301,00"
7.1,0.34,0.49,1.5,27,26,126,0.99,3.3,0.33,7,"R$ 45.334,00"
7.8,0.3,0.74,1.8,33,33,156,991,3.29,0.52,6,"R$ 45.516,00"
9.1,0.28,0.49,2,59,10,112,9.958,3.15,0.46,5,"R$ 45.301,00"
8.5,0.19,0.49,3.5,44,29,117,9.938,3.14,0.51,6,"R$ 45.301,00"
7.6,0.18,0.49,18.05,46,36,158,9.996,03.06,0.41,5,"R$ 45.331,00"
7.5,0.19,0.49,1.8,55,19,110,9.946,3.33,0.44,5,"R$ 45.544,00"
7.4,0.3,0.49,8.2,55,49,188,9.974,3.52,0.58,6,"R$ 45.482,00"
6.7,0.3,0.74,5,38,35,157,9.945,3.21,0.46,5,"R$ 45.544,00"
6.6,0.3,0.74,4.6,41,36,159,9.946,3.21,0.45,5,"R$ 45.544,00"
7.4,0.3,0.49,8.2,55,49,188,9.974,3.52,0.58,6,"R$ 45.482,00"
6.9,0.22,0.49,7,63,50,168,9.957,3.54,0.5,6,"R$ 45.361,00"
7.8,0.26,0.49,3.1,45,21,116,9.931,3.16,0.35,5,"R$ 45.361,00"
8.5,0.17,0.49,8.8,48,23,108,9.947,2.88,0.34,4,"R$ 45.422,00"
6.8,0.17,0.74,2.4,53,61,182,9.953,3.63,0.76,6,"R$ 45.422,00"
6.2,0.27,0.49,1.4,0.05,20,74,9.931,3.32,0.44,6,"R$ 45.513,00"
7.1,0.64,0.49,1.8,0.05,17,128,9.946,3.31,0.58,4,"R$ 45.453,00"
6.4,0.18,0.74,11.9,46,54,168,9.978,3.58,0.68,5,"R$ 45.301,00"
7.6,0.31,0.49,13.4,62,50,191,9.989,3.22,0.53,4,"R$ 9,00"
9.8,0.31,0.49,15.4,46,13,119,1.2004,3.18,0.45,5,"R$ 45.421,00"
9,0.3,0.49,7.2,39,32,84,9.938,2.94,0.32,6,"R$ 45.423,00"
8.4,0.24,0.49,7.4,39,46,108,9.934,03.03,0.33,7,"R$ 45.546,00"
6.4,0.18,0.74,11.9,46,54,168,9.978,3.58,0.68,5,"R$ 45.301,00"
6.4,0.25,0.74,7.8,45,52,209,9.956,3.21,0.42,6,"R$ 45.331,00"
7.3,0.3,0.74,13.5,39,46,165,9.982,03.02,0.4,5,"R$ 45.481,00"
9.3,0.31,0.49,1.3,42,34,147,9.948,3.11,0.46,5,"R$ 45.513,00"
6.4,0.25,0.74,7.8,45,52,209,9.956,3.21,0.42,6,"R$ 45.331,00"
7.3,0.3,0.74,13.5,39,46,165,9.982,03.02,0.4,5,"R$ 45.481,00"
7,0.27,0.74,1.5,36,27,122,9.926,3.35,0.48,6,"R$ 45.333,00"
7.9,0.14,0.74,1.2,28,30,165,991,03.08,0.82,6,"R$ 45.363,00"
6.4,0.12,0.49,6.4,42,49,161,9.945,3.34,0.44,6,"R$ 45.392,00"
6.8,0.21,0.74,1.2,47,25,111,9.916,3.13,0.41,6,"R$ 45.483,00"
8.6,0.16,0.49,7.3,43,9,63,9.953,3.13,0.59,6,"R$ 45.422,00"
7,0.29,0.49,3.8,47,37,136,9.938,2.95,0.4,6,"R$ 45.391,00"
6.4,0.27,0.49,7.3,46,53,206,9.956,3.24,0.43,6,"R$ 45.331,00"
6.6,0.55,0.01,2.7,34,56,122,9.906,3.15,0.3,5,"R$ 45.546,00"
6.4,0.27,0.49,7.3,46,53,206,9.956,3.24,0.43,6,"R$ 45.331,00"
6.3,0.24,0.74,1.4,172,24,108,9.932,3.27,0.39,6,"R$ 45.544,00"
6.7,0.33,0.49,1.6,167,20,94,9.914,3.11,0.5,6,"R$ 45.393,00"
7,0.29,0.49,3.8,47,37,136,9.938,2.95,0.4,6,"R$ 45.391,00"
8.2,0.34,0.49,8,46,55,223,996,03.08,0.52,6,"R$ 45.483,00"
5.6,0.39,0.24,4.7,34,27,77,9.906,3.28,0.36,5,"R$ 45.485,00"
5.6,0.41,0.24,1.9,34,10,53,98.815,3.32,0.5,7,"R$ 45.425,00"
6.7,0.41,0.01,2.8,48,39,137,9.942,3.24,0.35,5,"R$ 45.421,00"
7.1,0.26,0.49,2.2,32,31,113,9.903,3.37,0.42,9,"R$ 45.547,00"
7.5,0.32,0.49,1.7,31,44,109,9.906,03.07,0.46,6,"R$ 45.424,00"
5.8,0.19,0.49,4.9,0.04,44,118,9.935,3.34,0.38,7,"R$ 45.421,00"
6.9,0.27,0.49,23.5,57,59,235,1.2024,2.98,0.47,5,"R$ 45.451,00"
8.1,0.2,0.49,11.8,48,46,212,9.968,03.09,0.46,7,"R$ 10,00"
7.5,0.32,0.49,1.7,31,44,109,9.906,03.07,0.46,6,"R$ 45.424,00"
8.2,0.26,0.49,5.2,0.04,19,100,9.941,3.12,0.34,6,"R$ 45.301,00"
7.8,0.26,0.49,3.2,27,28,87,9.919,03.03,0.32,7,"R$ 45.362,00"
8,0.14,0.49,1.5,35,42,120,9.928,3.26,0.4,7,"R$ 45.453,00"
8,0.29,0.49,11.7,35,40,131,9.958,3.14,0.34,5,"R$ 45.514,00"
7.5,0.19,0.49,1.6,47,42,140,9.932,3.4,0.47,6,"R$ 45.483,00"
6.9,0.34,0.49,7.3,45,61,206,9.957,03.09,0.4,6,"R$ 9,00"
6.2,0.2,0.49,1.6,65,17,143,9.937,3.22,0.52,6,"R$ 45.331,00"
6.4,0.37,0.49,13.3,45,53,243,9.982,3.14,0.48,6,"R$ 45.420,00"
6.2,0.22,0.49,6,29,31,128,9.928,3.41,0.36,8,"R$ 45.362,00"
7.8,0.26,0.49,3.2,27,28,87,9.919,03.03,0.32,7,"R$ 45.362,00"
8.9,0.32,0.49,1.6,0.05,17,131,9.956,3.13,0.34,5,"R$ 45.391,00"
6.5,0.44,0.49,7.7,45,16,169,9.957,3.11,0.37,6,"R$ 45.481,00"
7,0.14,0.49,5.9,53,22,118,9.954,3.36,0.36,6,"R$ 45.391,00"
